InitHand                           , InitSkat  , FinalHand                          , SkatCards , ISkFull,       JacksMask,  CntJ,  Aces,  Tens, Att10, Blk10, MxLen,   TKS,   PostJacksMask, PCntJ, PAces, PTens, PAtt10, PBlk10, PMxLen,  PTKS, PSkFull, SkPts,  WinProb,  ProbGrand,  ProbClubs, ProbSpades,  ProbHearts,  ProbDiamonds, ProbNull, WonMask ,  MaxProb,  BestGame,   DurationMs
[CJ HJ CQ C9 HA HT HQ H8 DT D8]    , [S9 DQ]   , [CJ HJ DT DQ D8 S9 HA HT HQ H8]    , [CQ C9]   ,       0,              CH,     2,     1,     2,     1,     0,     4,     0,              CH,     2,     1,     2,      1,      0,      4,     0,       0,     3,   0.5500,     0.2500,     0.0000,     0.0000,      0.4500,        0.5500,   0.0500, ------  ,   0.5500,  Diamonds,     19405.01
[CJ CA CT CK SK S9 HQ H9 H8 D8]    , [S8 HA]   , [CJ HA HQ H9 H8 CA CT CK S9 S8]    , [SK D8]   ,       1,               C,     1,     1,     1,     1,     0,     3,     0,               C,     1,     2,     1,      1,      0,      4,     0,       0,     4,   0.3500,     0.0000,     0.0000,     0.0500,      0.3500,        0.0000,   0.0000, ------  ,   0.3500,    Hearts,     13496.74
[SJ CK C9 SK SQ S9 HQ DT D9 D7]    , [HJ H8]   , [CK C9 SK SQ S9 HQ H8 DT D9 D7]    , [SJ HJ]   ,       0,               S,     1,     0,     1,     0,     0,     3,     0,               -,     0,     0,     1,      0,      0,      3,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13334.41
[CJ SJ CT CK C8 C7 S8 S7 H8 DK]    , [CA D8]   , [CK CJ CT C8 C7 SJ S8 S7 H8 D8]    , [CA DK]   ,       1,              CS,     2,     0,     1,     0,     0,     4,     1,              CS,     2,     0,     1,      0,      0,      4,     1,       1,    15,   1.0000,     0.5500,     0.8500,     0.0000,      0.0000,        0.0000,   1.0000, -C---N  ,   1.0000,      Null,     14454.15
[CJ CA C9 C7 SK S7 H7 DA DK D9]    , [CK HT]   , [CA CK CJ C9 C7 SK S7 HT H7 D9]    , [DA DK]   ,       1,               C,     1,     2,     0,     0,     0,     3,     0,               C,     1,     1,     1,      0,      0,      4,     0,       1,    15,   0.1000,     0.0500,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     15079.01
[SJ CT CK CQ C9 SK HK HQ D9 D8]    , [S9 DQ]   , [CK CQ C9 SK S9 HK HQ DQ D9 D8]    , [SJ CT]   ,       0,               S,     1,     0,     1,     0,     0,     4,     1,               -,     0,     0,     0,      0,      0,      3,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13329.00
[DJ CT CK CQ SQ S7 HQ DA DK D8]    , [CA H7]   , [CT CK CQ SQ S7 HQ H7 DA DK D8]    , [DJ CA]   ,       1,               D,     1,     1,     1,     0,     0,     3,     0,               -,     0,     1,     1,      0,      0,      3,     0,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13329.25
[HJ DJ CT CQ SK S8 HK HQ DA D7]    , [SA ST]   , [HJ DJ CT CQ SA ST SK S8 DA D7]    , [HK HQ]   ,       2,              HD,     2,     1,     1,     0,     0,     2,     0,              HD,     2,     2,     2,      1,      0,      4,     1,       0,     7,   0.3000,     0.3000,     0.0000,     0.1500,      0.0000,        0.0000,   0.0000, ------  ,   0.3000,     Grand,     14572.59
[SJ SA SK S7 HT HK HQ H9 DA D7]    , [DJ DK]   , [SJ DJ HT HK HQ SA SK DA DK D7]    , [H9 S7]   ,       0,               S,     1,     2,     1,     0,     0,     4,     1,              SD,     2,     2,     1,      0,      0,      3,     0,       0,     0,   0.9000,     0.3500,     0.0000,     0.2000,      0.9000,        0.3000,   0.0500, ---H--  ,   0.9000,    Hearts,     25307.49
[SJ HJ DJ CA CQ HK HQ DA DQ D8]    , [S7 DT]   , [SJ HJ DJ DA DT DQ D8 CA HK HQ]    , [CQ S7]   ,       1,             SHD,     3,     2,     0,     0,     0,     3,     0,             SHD,     3,     2,     1,      1,      0,      4,     0,       0,     3,   1.0000,     0.9500,     0.8500,     0.2000,      0.8500,        1.0000,   0.0000, GC-HD-  ,   1.0000,  Diamonds,     17670.69
[HJ DJ CA C7 ST SQ HA DT DK DQ]    , [CT D9]   , [HJ DJ DT DK DQ D9 CA CT C7 HA]    , [ST SQ]   ,       1,              HD,     2,     2,     2,     0,     0,     3,     0,              HD,     2,     2,     2,      1,      0,      4,     1,       1,    13,   0.9000,     0.5500,     0.2500,     0.1500,      0.0000,        0.9000,   0.0000, ----D-  ,   0.9000,  Diamonds,     14225.55
[CJ HJ SA SQ S9 S8 S7 HA H7 DK]    , [SK D7]   , [CJ HJ SA SK SQ S9 S8 S7 HA D7]    , [H7 DK]   ,       0,              CH,     2,     2,     0,     0,     0,     5,     0,              CH,     2,     2,     0,      0,      0,      6,     0,       0,     4,   1.0000,     1.0000,     0.0000,     1.0000,      0.0000,        0.0000,   0.1000, G-S---  ,   1.0000,     Grand,     23917.82
[SJ HJ C9 S7 HA HK HQ DT D9 D7]    , [DJ CA]   , [SJ HJ DJ DT D9 D7 CA C9 HA HK]    , [S7 HQ]   ,       1,              SH,     2,     1,     1,     0,     0,     3,     0,             SHD,     3,     2,     1,      0,      0,      3,     0,       0,     3,   1.0000,     0.4500,     0.3500,     0.1000,      0.8500,        1.0000,   0.0000, ---HD-  ,   1.0000,  Diamonds,     20998.31
[DJ CK CQ SA S8 H7 DA DK D9 D8]    , [SK H9]   , [CQ SA SK S8 H9 H7 DA DK D9 D8]    , [DJ CK]   ,       0,               D,     1,     2,     0,     0,     0,     4,     0,               -,     0,     2,     0,      0,      0,      4,     0,       0,     6,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13824.69
[CJ HJ DJ ST S7 HA H7 DA D9 D7]    , [CQ C9]   , [CJ HJ DJ ST S7 HA H7 DA D9 D7]    , [CQ C9]   ,       0,             CHD,     3,     2,     1,     0,     0,     3,     0,             CHD,     3,     2,     1,      0,      0,      3,     0,       0,     3,   0.7500,     0.3500,     0.7000,     0.7500,      0.1000,        0.6500,   0.0500, -CS---  ,   0.7500,    Spades,     18433.17
[DJ CA C8 SA ST HQ H9 H7 DT D8]    , [C9 H8]   , [DJ HQ H9 H7 CA C9 C8 SA ST D8]    , [H8 DT]   ,       0,               D,     1,     2,     2,     1,     0,     3,     0,               D,     1,     2,     1,      1,      0,      3,     0,       1,    10,   0.0500,     0.0000,     0.0000,     0.0000,      0.0500,        0.0000,   0.0500, ------  ,   0.0500,    Hearts,     13314.81
[CJ HJ CT CK CQ C7 H9 DK DQ D9]    , [SA D7]   , [CJ HJ CT CK CQ C7 SA DK DQ D7]    , [H9 D9]   ,       1,              CH,     2,     0,     1,     0,     0,     4,     1,              CH,     2,     1,     1,      0,      0,      4,     1,       0,     0,   0.8000,     0.0500,     0.8000,     0.0000,      0.0000,        0.8000,   0.2000, -C--D-  ,   0.8000,     Clubs,     19211.40
[HJ CQ C9 C7 S9 HA DT DQ D8 D7]    , [SA H7]   , [CQ C9 C7 S9 HJ H7 DQ DT D8 D7]    , [SA HA]   ,       1,               H,     1,     1,     1,     0,     0,     4,     0,               H,     1,     0,     1,      0,      0,      4,     0,       2,    22,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13680.01
[CJ CA CK C8 SK S7 HT HQ H9 D8]    , [DA DQ]   , [CJ CA CK C8 S7 HT HQ H9 DA DQ]    , [SK D8]   ,       1,               C,     1,     1,     1,     0,     0,     3,     0,               C,     1,     2,     1,      0,      0,      3,     0,       0,     4,   0.0500,     0.0500,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0500,     Grand,     14421.88
[CA CQ C9 SK SQ S9 HK HQ H9 H7]    , [C8 D8]   , [CA CQ C9 C8 S9 HK HQ H9 H7 D8]    , [SK SQ]   ,       0,               -,     0,     1,     0,     0,     0,     4,     0,               -,     0,     1,     0,      0,      0,      4,     0,       0,     7,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13307.89
[CA CK CQ HA HT HK H9 DT DQ D7]    , [SJ ST]   , [SJ HA HT HK H9 CA CK CQ DT D7]    , [ST DQ]   ,       1,               -,     0,     2,     2,     1,     0,     4,     1,               S,     1,     2,     2,      1,      0,      4,     1,       1,    13,   0.0500,     0.0000,     0.0000,     0.0000,      0.0500,        0.0000,   0.0000, ------  ,   0.0500,    Hearts,     14738.41
[CJ SJ DJ CA SK HK H8 DA DK D7]    , [CT CK]   , [CJ SJ DJ CA CT CK H8 DA DK D7]    , [SK HK]   ,       1,             CSD,     3,     2,     0,     0,     0,     3,     0,             CSD,     3,     2,     1,      1,      0,      3,     0,       0,     8,   1.0000,     1.0000,     0.9500,     0.9500,      1.0000,        1.0000,   0.0000, GCSHD-  ,   1.0000,     Grand,     14792.19
[CA CT C9 C8 SA ST SK HA HQ H9]    , [SJ HT]   , [SJ HA HT HQ H9 CA CT C8 ST SK]    , [C9 SA]   ,       1,               -,     0,     3,     2,     2,     0,     4,     0,               S,     1,     2,     3,      2,      0,      4,     0,       1,    11,   1.0000,     0.2500,     0.9000,     0.4000,      1.0000,        0.0000,   0.0500, -C-H--  ,   1.0000,    Hearts,     20773.96
[DJ CA CT C8 SK SQ H8 DK D9 D8]    , [CK HQ]   , [CA CK CT C8 HQ H8 DK DJ D9 D8]    , [SK SQ]   ,       0,               D,     1,     1,     1,     1,     0,     3,     0,               D,     1,     1,     1,      1,      0,      4,     1,       0,     7,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13313.76
[SJ CQ C7 ST S8 S7 HQ H9 H7 DT]    , [HK DQ]   , [CQ C7 SJ ST S8 S7 HK HQ H9 H7]    , [DQ DT]   ,       0,               S,     1,     0,     2,     0,     1,     3,     0,               S,     1,     0,     1,      0,      0,      4,     0,       1,    13,   0.2500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.2500, ------  ,   0.2500,      Null,     13300.81
[CJ HJ CA CT SQ H8 H7 DA DT DK]    , [D8 D7]   , [CJ HJ CA CT H7 DA DT DK D8 D7]    , [SQ H8]   ,       0,              CH,     2,     2,     2,     2,     0,     3,     0,              CH,     2,     2,     2,      2,      0,      5,     1,       0,     3,   1.0000,     1.0000,     0.0000,     0.0000,      0.1000,        1.0000,   0.0000, G---D-  ,   1.0000,     Grand,     14245.00
[SJ HJ CA CK C8 SQ HT HK H7 DT]    , [CJ DQ]   , [CJ SJ HJ HT HK H7 CA CK DT DQ]    , [C8 SQ]   ,       0,              SH,     2,     1,     2,     0,     1,     3,     1,             CSH,     3,     1,     2,      0,      0,      3,     1,       0,     3,   0.9500,     0.3000,     0.6000,     0.1500,      0.9500,        0.7000,   0.0000, ---HD-  ,   0.9500,    Hearts,     17412.24
[HJ DJ CT CQ C8 C7 SQ H8 DA D7]    , [CK DT]   , [HJ DJ CT CK CQ C7 SQ DA DT D7]    , [C8 H8]   ,       1,              HD,     2,     1,     1,     0,     0,     4,     0,              HD,     2,     1,     2,      1,      0,      4,     1,       0,     0,   0.9000,     0.0000,     0.9000,     0.0000,      0.0000,        0.0000,   0.2500, -C----  ,   0.9000,     Clubs,     15041.48
[DJ CT C8 SK HQ H9 H7 DA DK DQ]    , [SQ S8]   , [C8 SK SQ S8 HQ H9 H7 DA DK DQ]    , [DJ CT]   ,       0,               D,     1,     1,     1,     0,     0,     3,     0,               -,     0,     1,     0,      0,      0,      3,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13280.64
[CJ CA CT CQ C7 ST S8 DA DT DK]    , [DJ H7]   , [CJ DJ CA CT CQ C7 S8 DA DT DK]    , [ST H7]   ,       0,               C,     1,     2,     3,     2,     0,     4,     0,              CD,     2,     2,     2,      2,      0,      4,     0,       1,    10,   1.0000,     1.0000,     1.0000,     0.5500,      0.0000,        0.7500,   0.0000, GC--D-  ,   1.0000,     Grand,     18079.58
[CJ CA CK C9 ST S7 HQ H7 D9 D7]    , [SK H8]   , [CA CJ C9 SK ST S7 HQ H8 H7 D7]    , [CK D9]   ,       0,               C,     1,     1,     1,     0,     0,     3,     0,               C,     1,     1,     1,      0,      0,      3,     1,       0,     4,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13343.78
[SJ HJ DJ CK SK S9 S7 HK DA D7]    , [C8 DT]   , [SJ HJ DJ SK S9 S7 HK DA DT D7]    , [CK C8]   ,       1,             SHD,     3,     1,     0,     0,     0,     3,     0,             SHD,     3,     1,     1,      1,      0,      3,     0,       0,     4,   0.9000,     0.1000,     0.3000,     0.9000,      0.0000,        0.0500,   0.0500, --S---  ,   0.9000,    Spades,     13859.24
[SJ DJ CT SA SK S7 HK DA DT D7]    , [HA H8]   , [SJ DJ SA SK S7 HA HK DA DT D7]    , [CT H8]   ,       1,              SD,     2,     2,     2,     1,     1,     3,     0,              SD,     2,     3,     1,      1,      0,      3,     0,       1,    10,   0.8000,     0.7500,     0.4500,     0.8000,      0.8000,        0.7500,   0.0000, G-SHD-  ,   0.8000,    Spades,     18388.12
[SJ DJ CA CT CQ C7 SA S9 HQ DA]    , [CK H7]   , [SJ DJ CA CT CK CQ C7 SA HQ DA]    , [S9 H7]   ,       0,              SD,     2,     3,     1,     1,     0,     4,     0,              SD,     2,     3,     1,      1,      0,      5,     1,       0,     0,   1.0000,     1.0000,     1.0000,     0.0000,      0.0500,        0.0000,   0.0500, GC----  ,   1.0000,     Grand,     18542.07
[CJ SJ CT SK HA HT HQ H9 H7 DA]    , [CA D8]   , [CJ SJ SK HA HT HQ H9 H7 DA D8]    , [CA CT]   ,       1,              CS,     2,     2,     2,     1,     1,     5,     0,              CS,     2,     2,     1,      1,      0,      5,     0,       2,    21,   1.0000,     1.0000,     0.6500,     0.5000,      1.0000,        0.9000,   0.0000, G--HD-  ,   1.0000,     Grand,     16989.56
[HJ DJ CA CT CK C8 ST H9 H7 DT]    , [SA S7]   , [HJ DJ CA CT CK C8 SA ST S7 DT]    , [H9 H7]   ,       1,              HD,     2,     1,     3,     1,     2,     4,     1,              HD,     2,     2,     3,      2,      1,      4,     1,       0,     0,   0.9000,     0.7500,     0.9000,     0.5000,      0.0000,        0.0000,   0.0000, GC----  ,   0.9000,     Clubs,     13830.17
[SJ CK CQ ST SK SQ S9 D9 D8 D7]    , [HJ H8]   , [CK CQ ST SK SQ S9 H8 D9 D8 D7]    , [SJ HJ]   ,       0,               S,     1,     0,     1,     0,     0,     4,     1,               -,     0,     0,     1,      0,      0,      4,     1,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13252.82
[HJ CQ C9 ST SK S8 HT H9 DQ D9]    , [CK C8]   , [CK CQ SK ST S8 HJ HT H9 DQ D9]    , [C9 C8]   ,       0,               H,     1,     0,     2,     0,     0,     3,     1,               H,     1,     0,     2,      0,      0,      3,     1,       0,     0,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13262.43
[SJ CT CK CQ SK S8 HA HQ H8 H7]    , [SA HK]   , [SJ HA HK HQ H8 H7 CT CK CQ SA]    , [SK S8]   ,       1,               S,     1,     1,     1,     0,     0,     4,     0,               S,     1,     2,     1,      0,      0,      5,     0,       0,     4,   0.9000,     0.0000,     0.0500,     0.0000,      0.9000,        0.0000,   0.0000, ---H--  ,   0.9000,    Hearts,     19723.77
[SJ CQ C9 SQ HA H7 DA D9 D8 D7]    , [DK DQ]   , [SJ DA DK DQ D9 D8 D7 C9 HA H7]    , [CQ SQ]   ,       0,               S,     1,     2,     0,     0,     0,     4,     0,               S,     1,     2,     0,      0,      0,      6,     0,       0,     6,   0.6000,     0.0000,     0.0000,     0.0000,      0.0000,        0.6000,   0.0000, ------  ,   0.6000,  Diamonds,     15528.09
[CJ CK SA ST S8 HT HQ DA DQ D7]    , [C9 H8]   , [CJ HT HQ H8 C9 SA ST S8 DA DQ]    , [CK D7]   ,       0,               C,     1,     2,     2,     1,     0,     3,     0,               C,     1,     2,     2,      1,      0,      3,     0,       0,     4,   0.1500,     0.0500,     0.1000,     0.0000,      0.1500,        0.0000,   0.0000, ------  ,   0.1500,    Hearts,     13638.94
[CQ ST S8 S7 HA H9 H8 DA D9 D8]    , [C8 DK]   , [ST S8 S7 HA H9 H8 DA DK D9 D8]    , [CQ C8]   ,       0,               -,     0,     2,     1,     0,     0,     3,     0,               -,     0,     2,     1,      0,      0,      4,     0,       0,     3,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13328.68
[CJ SJ HJ DJ CA ST SQ H8 H7 DK]    , [DQ D9]   , [CJ SJ HJ DJ ST SQ CA DK DQ D9]    , [H8 H7]   ,       0,            CSHD,     4,     1,     1,     0,     0,     2,     0,            CSHD,     4,     1,     1,      0,      0,      3,     0,       0,     0,   1.0000,     0.2500,     0.0500,     1.0000,      0.9500,        1.0000,   0.0000, --SHD-  ,   1.0000,    Spades,     17321.27
[CJ HJ CK C7 SQ HT HK DT D9 D8]    , [CQ C9]   , [CK CQ CJ C9 C7 HK HJ HT DT D9]    , [SQ D8]   ,       0,              CH,     2,     0,     2,     0,     0,     3,     0,              CH,     2,     0,     2,      0,      0,      4,     0,       0,     3,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13602.48
[SA S8 S7 HA HK H7 DT DK DQ D7]    , [CJ S9]   , [CJ DT DK DQ D7 SA S9 S8 S7 HA]    , [HK H7]   ,       0,               -,     0,     2,     1,     0,     0,     4,     1,               C,     1,     2,     1,      0,      0,      4,     1,       0,     4,   0.5500,     0.0500,     0.0000,     0.4500,      0.0000,        0.5500,   0.0500, ------  ,   0.5500,  Diamonds,     17693.03
[CK C9 C7 SQ HK HQ H9 DT D8 D7]    , [SJ H8]   , [CK C9 C7 HK HQ H9 H8 DT D8 D7]    , [SQ SJ]   ,       0,               -,     0,     0,     1,     0,     0,     3,     0,               -,     0,     0,     1,      0,      0,      4,     0,       0,     5,   0.1500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1500, ------  ,   0.1500,      Null,     13327.26
[SJ CT C8 ST S8 HA HK HQ H9 D8]    , [C7 DQ]   , [C8 C7 ST S8 HA HK HQ H9 DQ D8]    , [SJ CT]   ,       0,               S,     1,     1,     2,     0,     0,     4,     0,               -,     0,     1,     1,      0,      0,      4,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13328.92
[SJ HJ SQ S9 S8 HA H9 H8 D9 D7]    , [CQ HK]   , [SQ SJ S9 S8 HK HJ H9 H8 D9 D7]    , [CQ HA]   ,       0,              SH,     2,     1,     0,     0,     0,     3,     0,              SH,     2,     0,     0,      0,      0,      3,     0,       1,    14,   0.2000,     0.0000,     0.0000,     0.2000,      0.1000,        0.0000,   0.2000, ------  ,   0.2000,      Null,     13501.29
[SJ CK C8 SA SK SQ HT H8 H7 D7]    , [HA DQ]   , [C8 SA SK SQ HA HT H8 H7 DQ D7]    , [SJ CK]   ,       1,               S,     1,     1,     1,     0,     0,     3,     0,               -,     0,     2,     1,      1,      0,      4,     0,       0,     6,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13553.89
